Node Operator,Total Network Penetration,direct,Stealth Pool,Ledger Live,Lido,Swell,Fireblocks,Enzyme,Coinbase,Rocketpool,StakeHound,Stader - Permissionless,Stader - Permissioned,StakeWise,Octant
0xd4b7c00e21516753d62c417bca7aceb2e8c730a2,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xc28954795492b466e23a7f111207ce4a7824978b,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xb736148e99b1b0bf7e8be4dcd33466b855db44fd,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x2c5d28538f051686e62da624ddb2811cc59a4979,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xa1531955c35f23116c8ba669e24efd2a549ba547,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x9e55f7c50d58b7c3e7d39332ddd3afbab8605383,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x49a8a7a45f9214026a7f5d6ef7508f6ee0017c66,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x324e8ea9b613d162eb8a7687876b7df2ec8a1f2a,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x58fa2ca71c4a37f6b280fc55e04cc8effa68a18a,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x92d6c2f25f5bf54824f3ffe27355cff9a9c5c248,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xb2a119051d124d225cba4439588e1f10b00690db,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xea0b6ee3b9cc29bc3b5d77a4e352b9a23ba7fdca,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x7c5629c8b73c41b1e48569480658cc813bdf905c,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xd000afcf644d5a651d53ba8cf3e49bcc2ac0f303,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xdd59c746b1a08dd918f0bad5c9868644bc349120,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x530ec9b1ff88a2a4bb5dbb510fcf1f9d17aa3258,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x693dd24191c062f8f453029162c64cb63e1f1027,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xb198b2d7576c3fd29177a4044919fc28396050da,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x78ae61c6e2919231cdf0b69c6d8b70119fe82539,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x505c719bccec699c84b8d19155539fad66f38554,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5035aadd12797d6895bbfd996a883125f51c7bbe,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x1b5c00e657a1a2a34cc0d977a23f3957ae38e892,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x09611b298fcf9351c8a83b2ff0fca5fa4468bc7c,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5548d14e46bf650da61e8f33b96cc5d14c89f9e9,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xcbf27313bd75fb058564948222a44d7ce35dade7,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xa35898236c924705ee25695f5b57dccd83c978be,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x140d0f30c1115cf0d9c11b160c18d351b4298900,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x2611190d2350902a9e430b718d3520aa576ae598,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x55a8365236c397091f20873baab98718b736a901,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xea981f1f3b4725fb3dccc5d6e7d6c6ee730a1abd,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xeb87f65e4a9582757bb65b9827f86e15b214e99b,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x10e2250eccf213505a1f4d692b8c6d6857a37e2d - Stader,2.2109977237778435e-06,0,0,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0
0x2648b1863d0e3c7753a49571ba5ffb91814f702e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x77a0750673aeb491fc7ef81d0ca0296a4c797a0c,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf810d2d91bad7d726ed887c3d69c017617edb6b7,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x9821af37b0654d992d682892169ca856f12fc37e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x2e3f6d919892c4d081961b116b6e3948e866affa,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xb5b2f8355329a3b30e31254199191f71999f1dd9,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x6465ff845bc571ad991454a3e6cfe3790d369cd2,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xae8e389e2940d937f50de697f350dd86f8aee93b,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x268f6f051feef9c35ead61c3e498bb1f49ed9a93,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x226dd7546fff9f552c84fc43d172fec60e500dab,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x93a44aa314a96a62de6ec20a6fd4885805f156db,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x153695e57a1f47918a93a484fa1cbb251be9de07,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xa17a33ded5f63a61215027062ffc31728220cea6,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xc76dcf5ed10555c417d3c85af987f2b7d2f63415,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf7b549c0a1430596f87d4df789bc06ce6bfbc7ea,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xd772ab25ca0084d814de71fba06b97000303b6ef,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5f9b8a9a7dca325cb38b9b6d55f5a14f7ee03c55,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x6809d6383bb89131e16ade46e13a6f2815e23ea0,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x7f83b9191854ae0511de36fceff7c7c2eefd4c21,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf9d337ce52c52daa6e941f5bd65e5b7425eedc31,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x238fe072141acb458c94545d7a08655a50a23da9,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x0acbe0df245c07f45f8b62314b58a390cc40e0e5,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5f4cb66c9b1ed8a4758a059fdb10e0f72c307d8a,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xac1d385bef4ba42d7cdb33378ee87c7d006f21a7,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x640f2f96a62f0850b9b7d786a1408b12726fc2a0,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x240371984a43b833231a0d0cb44efed376f4ab99,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x44254f62e73f2288222eb05c4b2c8ed33c1f6fbc,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x3f8040b10b0b81fd6f76e51c6bf32e9206115f55,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x4617df61838c4fae605abf8700672fe6f3f31ba0,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x9e8503566b01cf1a8899fddf098847a0d9611b95,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x8070b4f458f02051f83118e0d656ca380ce172a9,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x42e36a7b30aa8ea8bec7b64170e40aef20b00bee,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xfa3a7697fca4b4e4166b239fce254bc94d987a3f,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x8dcd61dcca9e1bd2a4ff4f28089c2c02161f5500,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x768487c8a86106df97842ee1275bf33b77ec12b4,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xbbdcda0bfc01a1732268e086ec55e3a069ec4874,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x63716c95afff8143af265d1df75f04bb2da9de6f,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x49169b2e9056cb58c81d17ceb0cdb162b7b904af,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5a7303c8b6d31c01b96edf9d30b8ff5450af47de,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x872dcef153ab237ee24d4ce3fdc401b094d60a0f,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x9483529b54a2812f647c2f08e8f18027df27a704,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x80dec862a97f8e4a8f459bd01f646256c6e1cc16,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf2c102400e1ce4148b04f021101dec8f68790442,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xd76706156a8eaa0fcc6494282ea1f7101b43e2a0,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x14f7bdd527e8316b0d4b16e00e8de15a1ae27d71,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x1c0f844c0187c6819b40a171fcab4dd2a947224f,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf053e19adaa98d00c1e7ea8b1625f44924637edb,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x91f30f5569b57175ac523391ee54cf73e9daf879,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5f66b39f25ca241b4e36b49a55c8422c264dbbd1,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x37380f1330bd0dacf48ac08ffafd572ff42b47e9,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xd769936ad7ffcc1ef138385c2a0879c5837b1e5c,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x42bc9fa9d4fb156735f79315a2f24b45bf5169e5,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xbe914793bc24dcc9dab89bce9190e1bd92ac9ce0,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xac47224b08949a5f585feeb8dd45c71801716136,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x9d9576ab141d41c45d8d14d7adcb59b7efa90797,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x4dbe962c51ed5700a513d19d67f7ad8b668fb452,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x79df4aa76ee27f157447bedc98022217acf5ea0e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x402b36e50989a8d681a900ba4b182dfa88e4e65e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xfcf8752887fcad4e0f6935fbaa280514b4d9d9cb,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf9ca1b57b7ac5e64b803e844434b7357b2c19823,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xedde682885b852c53a6c53209d3f27eea76f5ad9,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x761f8a9bb5c172fc98df20a913b4e00485777adf,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x8aea382051ea14c69a7ffc56059f94ef9b67a42e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x89e29c23f9e7fc9742bf12f2e2fcd3801bf6a2ae,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xe62c3d62b09e42fe1656dc53e00f476bd9defa5b,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xc9a6cd2dfd1a932c78dc6649646a6303a72d6ff1,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xa9d4d55c0de76ba39552a06b4d1a52574cc9009b,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x42c1fabd7a2662443beb8e8748ef0a56f852c88c,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5576dce9881e4d49fd4cebf27e740cc1753e8283,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x836e02c0cb949284bf8166d33a5d2dee98ecb391,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x66da64c357c34b5530cf1d4bc520f3c8d241588a,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x2c4f33655085616bc0dc5776b9d0b565c4538828,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xdca0a7f99ff3559af7c334f5ec7817143d4c201e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf5daa381b5f50286619464d217c301c4b17357b1,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xc790c7765fbbc846dd3e69dc80eb6f079d21ae6f,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xd06d2bb99830c24122f2551f28e534688a05c931,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x1f11f8e6ebbcb43db95415ff29d68c9eacd642af,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x0413064fc2203a0b748297e2717b27ae3b9f892b,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xc0f0dc02338df1deaf25f42117d21c7dd1765956,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xdf4438e7151431c1aaebc1b04be806f2a1cb0976,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xef1720e2f4f28454f4e309a706e215f80055fcdf,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x86a9e6e6027d767ecb11f95c91921d0a22481671,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x07d66bf5832b987da28e49987c97cc107e8a619d,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xcf0c4b776e42d5abab22434c8116c7eb76c60d86,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xd671eec5d9ab343866adb6ddc40d4b29e3ad1b27,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x568d8f06e57516f49bda029914ba0ec7397f1957,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5cce37e6ec78057ff96c0cf2f9a10dd8c2081388,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x6974b48381c8fbc14180514fc8a3d3d71558ffa8,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf273dc2bd93803cb54e09a17316c91d88b56354c,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x915b59fecba6af74dd39da00f8643ee129e7bed4,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xaf526d2f628a1a91fdc22c912d6f4559e050916e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf1a7a7053b5e6781ad25da163876dff5a96efc12,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x90d0bacd37ca01952fb5fcddc5bb3ae413c46d83,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xd8d1c82c0513799371a383d4f1b69c08fcf9345c,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x43ada465a298b7d6f146d47de992db90f2eb65f0,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xe38baecf9898dbcc898667106f5332c7d47b5cc7,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xc53cdb7a009c641565f3ec55e9365ed9fabcd84f,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x207417bb9cab68286534543a1abd697d25f71877,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5852ded9c4a559722bd01488b21f01aad7c44924,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xec556e22e8e67f013ad1b816cb5754f5e1a3c4cb,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x278d012ebaa8c0f224a90edb99ed4915f3872d2c,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x7e0749272236abf333c415d0e368c6c9a5090236,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x6362577db115c12e97891a05d03829c53ad1f263,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x34cd013d869ef188e8f3337658cdc6883d4cfcec,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x2ccf46b776e48596c2d7c09e91c36f1e1b50a122,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xd8aa16476ae3e4e13aae6160921ffb36bf5cf9a8,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x0123cafe4c792d6255bb94357bc98aff2c916a4e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x54445c49aa4b4884d5f9423f00c26adc7e305050,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x3f0ea7de2fb5c64f4cb621fe40f9cf08165e8f3a,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x8650d0ac826307c0569d72f29a86bb1fff4be620,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x77494948392759e1d82b305696d390c165a38745,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x4cecc37345ce702fa6285ab9098da34654ee0471,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x80d8c26677f22dee39cfc10b0eb76bb129f20ee1,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xf5106c2d465016e924de3319d32af89d2ba82886,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x98ad5ec0ddb614ac80c4144fdf50755161b0717f,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x2a9e35f6eb291ff803498938cfbf22976aa1d134,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xcc4b3099268abb3d36bfa7026c66a3705ad8b83e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x2dbcba8599b631269be148f5426d1d072704feb6,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xccdd8705e059d09f114714639b263abbf75fd6bb,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xd0357d61fb27e21590d9e6aa50e39a6397bcc806,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xe068b376fbd6a01054f23a7ddbac31ce708a3297,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x1fb66f471c8ff7cb6c4d55f01c3e5fcd582f2052,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x50233f04589ffabc149f4f7ed16b2a26bd6761ec,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x6c77bb9627d7d8cebef635cb2b9ea681526393b6,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x8b459bda5e5db4bd6285ece2c80f95d1209aa998,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x7b09d96d2692ff85d3cd04114d88d5884b1b23ad,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xe5f5aa513c60f69b8638d537d79183ba9298137e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x07d94e2285b1b0722a262e9e3d4d3c1d302bc292,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x01b615877e9425a2ddb1df44b46790f555b00430,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x96e627b3ec642ea028e78f4f55bb62aac90963ee,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x01454230a4a4b1188fb38e502829096218643978,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x3d501adda52a1fe5b42da2cca0240a7718a5227e,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x773fd91449cf5de986d9129f28aae224afadd098,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x13f08ef90255a8919b68dad657c4224ad17e5e09,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x67fee1a1491b43f515fbbe274a862b1f0cf91ed6,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x9f63fc4d5e71194cbf27a9b2173ac14b80bed198,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xebc3e23f1b2ea37180779233048b3ede642a0fe0,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xfcec3db3eb64483b38d2ae5a6a429b9361e89d70,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xbfabb45cf695442d7389c0abe1648149b978a57c,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0xeb8dbf1f9c2629729c53938db085a313ed2effad,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x6589bdb0319dc119cf8c37612ab1e7fc623d44af,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x5b0135cf01584f229c190b5fa14c0cba7949ff5d,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
0x6dfb448a49ce203bc745552fee6a2df59b5c8220,2.2109977237778435e-06,0,0,0,0,0,0,0,0,2.2109977237778435e-06,0,0,0,0,0
